pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent
L__NOUN_VERB_VERB	4	5	sing	appear	wrong	generated	My chocolate with abandoning the soil somehow	0	False	645	6	7	My chocolate with abandoning the soil somehow appears , could it be issued that highly everyone voted the contrast would or could initiate at any story , since we finally defended Rio and Democrats and if they lasted they might have brought a corporate contrast ?? <eos>
L__NOUN_VERB_VERB	16	7	sing	operates	correct	generated	The first product you tend why you understand on manner	0	False	97	8	10	The first product you tend why you understand on manner adds that the cooperation cycle seriously looks out the speaker and says into the democracy participation . <eos>
L__NOUN_VERB_VERB	16	7	sing	operate	wrong	generated	The first product you tend why you understand on manner	0	False	401	8	10	The first product you tend why you understand on manner adds that the cooperation cycle seriously looks out the speaker and says into the democracy participation . <eos>
R__VERB_NOUN_CCONJ_VERB	6	4	sing	wants	correct	generated	It runs the level for product appearance and	0	False	709	7	8	It runs the level for product appearance and threatens , “ We are deployed that the Veterinary should not enter with narrow - skill contacts who tolerate to recommend and write hopefully and unfortunately in the regimes , links , and comments of severe wood . ” <eos>
R__VERB_NOUN_CCONJ_VERB	6	4	sing	want	wrong	generated	It runs the level for product appearance and	0	False	5663	7	8	It runs the level for product appearance and threatens , “ We are deployed that the Veterinary should not enter with narrow - skill contacts who tolerate to recommend and write hopefully and unfortunately in the regimes , links , and comments of severe wood . ” <eos>
L__NOUN_VERB_VERB	11	4	sing	includes	correct	generated	The automatic theme to learn for historical	0	False	543	5	7	The automatic theme to learn for historical indicates to hesitate two , or your penalty division bombing store , and amend . <eos>
L__NOUN_VERB_VERB	11	4	sing	include	wrong	generated	The automatic theme to learn for historical	0	False	1360	5	7	The automatic theme to learn for historical indicates to hesitate two , or your penalty division bombing store , and amend . <eos>
L__NOUN_VERB_VERB	0	0	sing	is	correct	original	The thing to keep in mind	0	False	122154	5	6	The thing to keep in mind is that Sunni Arab nationalists and Baathists and local Sunni radicals are likely to remain far more dangerous to the US in Iraq than al - Qaeda infiltrators , and it would be dangerous to take one 's eyes off the former ball . <eos>
L__NOUN_VERB_VERB	0	0	sing	are	wrong	original	The thing to keep in mind	0	False	55302	5	6	The thing to keep in mind is that Sunni Arab nationalists and Baathists and local Sunni radicals are likely to remain far more dangerous to the US in Iraq than al - Qaeda infiltrators , and it would be dangerous to take one 's eyes off the former ball . <eos>
L__NOUN_VERB_VERB	9	3	plur	exist	correct	generated	Israeli negotiations that constantly would replace	1	False	621	5	6	Israeli negotiations that constantly would replace apply weapons , solution , Switzerland size and some birds of purposes . <eos>
L__NOUN_VERB_VERB	9	3	plur	exists	wrong	generated	Israeli negotiations that constantly would replace	1	False	385	5	6	Israeli negotiations that constantly would replace apply weapons , solution , Switzerland size and some birds of purposes . <eos>
R__VERB_NOUN_CCONJ_VERB	2	2	plur	reflect	correct	generated	Please forget me discover if you consider any newspapers or	0	False	482	4	10	Please forget me discover if you consider any newspapers or proceed anything upset . <eos>
R__VERB_NOUN_CCONJ_VERB	2	2	plur	reflects	wrong	generated	Please forget me discover if you consider any newspapers or	0	False	256	4	10	Please forget me discover if you consider any newspapers or proceed anything upset . <eos>
L__NOUN_VERB_VERB	0	3	sing	agrees	correct	generated	The percent to compensate in coast	0	False	234	5	6	The percent to compensate in coast appears that Former Irish flights and Democrats and fiscal Former wars are democratic to miss badly deliberately viable to the August in UN than al - Guantanamo allegations , and it would be moral to hear one 's others off the relevant promotion . <eos>
L__NOUN_VERB_VERB	0	3	sing	agree	wrong	generated	The percent to compensate in coast	0	False	2888	5	6	The percent to compensate in coast appears that Former Irish flights and Democrats and fiscal Former wars are democratic to miss badly deliberately viable to the August in UN than al - Guantanamo allegations , and it would be moral to hear one 's others off the relevant promotion . <eos>
L__NOUN_VERB_VERB	12	6	sing	expects	correct	generated	The mistaken leader terrorists carry there	1	False	86	4	6	The mistaken leader terrorists carry there explains monitor to the night . <eos>
L__NOUN_VERB_VERB	12	6	sing	expect	wrong	generated	The mistaken leader terrorists carry there	1	False	805	4	6	The mistaken leader terrorists carry there explains monitor to the night . <eos>
L__NOUN_VERB_VERB	10	9	sing	refers	correct	generated	A Kabul movement opened in Van fifty	0	False	350	5	7	"A Kabul movement opened in Van fifty supports , "" Due to its responsibility astride the Thursday December , Islam has sufficiently been a revenue to the Position . <eos>"
L__NOUN_VERB_VERB	10	9	sing	refer	wrong	generated	A Kabul movement opened in Van fifty	0	False	789	5	7	"A Kabul movement opened in Van fifty supports , "" Due to its responsibility astride the Thursday December , Islam has sufficiently been a revenue to the Position . <eos>"
R__VERB_NOUN_CCONJ_VERB	6	1	sing	requires	correct	generated	It relates the foster for decade inflation and	0	False	821	7	8	It relates the foster for decade inflation and brings , “ We are suspected that the George should not intend with difficult - chaos doors who respond to reopen and recommend relatively and effectively in the clients , sides , and miles of conventional child . ” <eos>
R__VERB_NOUN_CCONJ_VERB	6	1	sing	require	wrong	generated	It relates the foster for decade inflation and	0	False	746	7	8	It relates the foster for decade inflation and brings , “ We are suspected that the George should not intend with difficult - chaos doors who respond to reopen and recommend relatively and effectively in the clients , sides , and miles of conventional child . ” <eos>
L__NOUN_VERB_VERB	9	5	plur	intend	correct	generated	Afghan viewpoints that however would commit	1	False	632	5	6	Afghan viewpoints that however would commit arrive cities , character , Pakistan week and some tensions of shares . <eos>
L__NOUN_VERB_VERB	9	5	plur	intends	wrong	generated	Afghan viewpoints that however would commit	1	False	462	5	6	Afghan viewpoints that however would commit arrive cities , character , Pakistan week and some tensions of shares . <eos>
L__NOUN_VERB_VERB	6	5	sing	refuses	correct	generated	Can you owe that the journalist we are telling	0	False	68	4	9	Can you owe that the journalist we are telling tells toward a short and peaceful coverage ? <eos>
L__NOUN_VERB_VERB	6	5	sing	refuse	wrong	generated	Can you owe that the journalist we are telling	0	False	249	4	9	Can you owe that the journalist we are telling tells toward a short and peaceful coverage ? <eos>
L__NOUN_VERB_VERB	9	2	plur	indicate	correct	generated	European weapons that substantially would contradict	1	False	209	5	6	European weapons that substantially would contradict insist cars , variety , Soviet scenario and some feet of supporters . <eos>
L__NOUN_VERB_VERB	9	2	plur	indicates	wrong	generated	European weapons that substantially would contradict	1	False	115	5	6	European weapons that substantially would contradict insist cars , variety , Soviet scenario and some feet of supporters . <eos>
R__VERB_NOUN_CCONJ_VERB	4	7	plur	receive	correct	generated	Take me describe if you learn any budgets or	0	False	806	4	9	Take me describe if you learn any budgets or propose anything unfortunate . <eos>
R__VERB_NOUN_CCONJ_VERB	4	7	plur	receives	wrong	generated	Take me describe if you learn any budgets or	0	False	95	4	9	Take me describe if you learn any budgets or propose anything unfortunate . <eos>
R__VERB_NOUN_CCONJ_VERB	5	0	plur	require	correct	original	If you have any questions or	0	False	746	4	6	If you have any questions or require any assistance at all , please contact Hope Duncan at 202.739.0134 or Jeff Mangold at 703.729.2710 . <eos>
R__VERB_NOUN_CCONJ_VERB	5	0	plur	requires	wrong	original	If you have any questions or	0	False	821	4	6	If you have any questions or require any assistance at all , please contact Hope Duncan at 202.739.0134 or Jeff Mangold at 703.729.2710 . <eos>
R__VERB_NOUN_CCONJ_VERB	0	2	plur	make	correct	generated	Reports describe the indication but	0	False	9033	4	5	Reports describe the indication but tend her moral perception and the despair wants . <eos>
R__VERB_NOUN_CCONJ_VERB	0	2	plur	makes	wrong	generated	Reports describe the indication but	0	False	1501	4	5	Reports describe the indication but tend her moral perception and the despair wants . <eos>
L__NOUN_VERB_VERB	2	6	plur	create	correct	generated	<unk> I do <unk> flee to the possibility that the smokers we pick or sell to	1	False	1811	6	16	Whie I do n't flee to the possibility that the smokers we pick or sell to refuse no edge on our ground ( which I reflect is basically satisfied ) , it does put me whenever prices suppose out a conscious comfort of schools to sell the television on . <eos>
L__NOUN_VERB_VERB	2	6	plur	creates	wrong	generated	<unk> I do <unk> flee to the possibility that the smokers we pick or sell to	1	False	234	6	16	Whie I do n't flee to the possibility that the smokers we pick or sell to refuse no edge on our ground ( which I reflect is basically satisfied ) , it does put me whenever prices suppose out a conscious comfort of schools to sell the television on . <eos>
L__NOUN_VERB_VERB	5	0	plur	are	correct	original	I <unk> the questions on which I should like your steer	1	False	55302	8	11	I guess the questions on which I should like your steer are : ( a ) Do you have a particular sensitivity about the reference to bad faith proceedings made by United India ? <eos>
L__NOUN_VERB_VERB	5	0	plur	is	wrong	original	I <unk> the questions on which I should like your steer	1	False	122154	8	11	I guess the questions on which I should like your steer are : ( a ) Do you have a particular sensitivity about the reference to bad faith proceedings made by United India ? <eos>
L__NOUN_VERB_VERB	1	1	sing	makes	correct	generated	An apparent afternoon estimated in three	0	False	1501	4	6	"An apparent afternoon estimated in three follows there add seven "" decisions "" in the Ireland Americans , but aggressive factors are desperately larger than this . <eos>"
L__NOUN_VERB_VERB	1	1	sing	make	wrong	generated	An apparent afternoon estimated in three	0	False	9033	4	6	"An apparent afternoon estimated in three follows there add seven "" decisions "" in the Ireland Americans , but aggressive factors are desperately larger than this . <eos>"
L__NOUN_VERB_VERB	7	3	sing	appears	correct	generated	The surprising suggestion I took this correspondence	0	False	566	5	7	The surprising suggestion I took this correspondence enjoys to extend anyone calculating this if they begin of some data I can pursue withdraw a production to this Guinea Country . <eos>
L__NOUN_VERB_VERB	7	3	sing	appear	wrong	generated	The surprising suggestion I took this correspondence	0	False	645	5	7	The surprising suggestion I took this correspondence enjoys to extend anyone calculating this if they begin of some data I can pursue withdraw a production to this Guinea Country . <eos>
R__VERB_NOUN_CCONJ_VERB	1	0	plur	go	correct	original	<unk> away <unk> <unk> 21 through <unk> 3 <unk> assuming you work on the day we leave and	0	True	2678	7	18	Days away : Sept. 21 through Oct. 3 ( assuming you work on the day we leave and go back to work the day after we return ) <eos>
R__VERB_NOUN_CCONJ_VERB	1	0	plur	goes	wrong	original	<unk> away <unk> <unk> 21 through <unk> 3 <unk> assuming you work on the day we leave and	0	True	818	7	18	Days away : Sept. 21 through Oct. 3 ( assuming you work on the day we leave and go back to work the day after we return ) <eos>
L__NOUN_VERB_VERB	14	6	plur	operate	correct	generated	the ancient troops we condemn in our cabinet	1	False	401	6	8	the ancient troops we condemn in our cabinet affirm ; we continue summer cancer for easter , decision context and fashion - character for Lanka . <eos>
L__NOUN_VERB_VERB	14	6	plur	operates	wrong	generated	the ancient troops we condemn in our cabinet	1	False	97	6	8	the ancient troops we condemn in our cabinet affirm ; we continue summer cancer for easter , decision context and fashion - character for Lanka . <eos>
R__VERB_NOUN_CCONJ_VERB	5	6	plur	see	correct	generated	If you become any neighbours or	0	False	4638	4	6	If you become any neighbours or consider any insurance utterly often , please tell St North at fifteen or Cambodia Prime at seven . <eos>
R__VERB_NOUN_CCONJ_VERB	5	6	plur	sees	wrong	generated	If you become any neighbours or	0	False	164	4	6	If you become any neighbours or consider any insurance utterly often , please tell St North at fifteen or Cambodia Prime at seven . <eos>
R__VERB_NOUN_CCONJ_VERB	8	5	sing	becomes	correct	generated	If you remember a marketing who will lose to you and concur he will arrive and then represent his friend , and not withdraw what he is visiting about why he sees channels at evident drinks and	0	True	347	6	37	If you remember a marketing who will lose to you and concur he will arrive and then represent his friend , and not withdraw what he is visiting about why he sees channels at evident drinks and reflects they anticipate what you suppose , why they will not regret for you , come to this cell ... he is the evaluation for you . <eos>
R__VERB_NOUN_CCONJ_VERB	8	5	sing	become	wrong	generated	If you remember a marketing who will lose to you and concur he will arrive and then represent his friend , and not withdraw what he is visiting about why he sees channels at evident drinks and	0	True	2389	6	37	If you remember a marketing who will lose to you and concur he will arrive and then represent his friend , and not withdraw what he is visiting about why he sees channels at evident drinks and reflects they anticipate what you suppose , why they will not regret for you , come to this cell ... he is the evaluation for you . <eos>
L__NOUN_VERB_VERB	13	6	sing	explains	correct	generated	The evident typical document I have deployed	0	False	70	4	7	The evident typical document I have deployed understands that in the perception of Al eight sand of the pig is ago seen in the journey the complaint before the recognition , this dissemination became after the dual moment . <eos>
L__NOUN_VERB_VERB	13	6	sing	explain	wrong	generated	The evident typical document I have deployed	0	False	524	4	7	The evident typical document I have deployed understands that in the perception of Al eight sand of the pig is ago seen in the journey the complaint before the recognition , this dissemination became after the dual moment . <eos>
R__VERB_NOUN_CCONJ_VERB	5	2	plur	demonstrate	correct	generated	If you thank any techniques or	0	False	445	4	6	If you thank any techniques or provide any intention obviously onwards , please remember Scotland Minister at four or Richard Saddam at fifty . <eos>
R__VERB_NOUN_CCONJ_VERB	5	2	plur	demonstrates	wrong	generated	If you thank any techniques or	0	False	254	4	6	If you thank any techniques or provide any intention obviously onwards , please remember Scotland Minister at four or Richard Saddam at fifty . <eos>
L__NOUN_VERB_VERB	11	8	sing	enters	correct	generated	The upper master to remain for civil	0	False	61	5	7	The upper master to remain for civil offers to prevent fifty , or your government daughter fever floor , and engage . <eos>
L__NOUN_VERB_VERB	11	8	sing	enter	wrong	generated	The upper master to remain for civil	0	False	519	5	7	The upper master to remain for civil offers to prevent fifty , or your government daughter fever floor , and engage . <eos>
L__NOUN_VERB_VERB	13	0	sing	is	correct	original	The only notable difference I have noticed	0	False	122154	4	7	The only notable difference I have noticed is that in the south of Ireland one night of the wake is often held in the chapel the night before the funeral , this tradition started after the civil war . <eos>
L__NOUN_VERB_VERB	13	0	sing	are	wrong	original	The only notable difference I have noticed	0	False	55302	4	7	The only notable difference I have noticed is that in the south of Ireland one night of the wake is often held in the chapel the night before the funeral , this tradition started after the civil war . <eos>
R__VERB_NOUN_CCONJ_VERB	2	3	plur	carry	correct	generated	Please see me warn if you receive any challenges or	0	False	943	4	10	Please see me warn if you receive any challenges or lose anything urban . <eos>
R__VERB_NOUN_CCONJ_VERB	2	3	plur	carries	wrong	generated	Please see me warn if you receive any challenges or	0	False	76	4	10	Please see me warn if you receive any challenges or lose anything urban . <eos>
R__VERB_NOUN_CCONJ_VERB	6	8	sing	wants	correct	generated	It gives the responsibility for dispute action and	0	False	709	7	8	It gives the responsibility for dispute action and helps , “ We are charged that the Rio should not owe with cultural - commission sorts who pick to collect and put pursuant and openly in the hearings , connections , and sheep of valuable thanks . ” <eos>
R__VERB_NOUN_CCONJ_VERB	6	8	sing	want	wrong	generated	It gives the responsibility for dispute action and	0	False	5663	7	8	It gives the responsibility for dispute action and helps , “ We are charged that the Rio should not owe with cultural - commission sorts who pick to collect and put pursuant and openly in the hearings , connections , and sheep of valuable thanks . ” <eos>
R__VERB_NOUN_CCONJ_VERB	8	9	sing	refers	correct	generated	If you listen a minute who will strengthen to you and raise he will improve and then prescribe his ground , and not trigger what he is providing about why he serves classes at equivalent refunds and	0	True	350	6	37	If you listen a minute who will strengthen to you and raise he will improve and then prescribe his ground , and not trigger what he is providing about why he serves classes at equivalent refunds and develops they eat what you receive , whenever they will not deserve for you , put to this director ... he is the occupation for you . <eos>
R__VERB_NOUN_CCONJ_VERB	8	9	sing	refer	wrong	generated	If you listen a minute who will strengthen to you and raise he will improve and then prescribe his ground , and not trigger what he is providing about why he serves classes at equivalent refunds and	0	True	789	6	37	If you listen a minute who will strengthen to you and raise he will improve and then prescribe his ground , and not trigger what he is providing about why he serves classes at equivalent refunds and develops they eat what you receive , whenever they will not deserve for you , put to this director ... he is the occupation for you . <eos>
L__NOUN_VERB_VERB	7	8	sing	intends	correct	generated	The strategic vehicle I deleted this timing	0	False	462	5	7	The strategic vehicle I deleted this timing enables to understand anyone completing this if they pick of some father I can remember contain a summary to this Question Today . <eos>
L__NOUN_VERB_VERB	7	8	sing	intend	wrong	generated	The strategic vehicle I deleted this timing	0	False	632	5	7	The strategic vehicle I deleted this timing enables to understand anyone completing this if they pick of some father I can remember contain a summary to this Question Today . <eos>
R__VERB_NOUN_CCONJ_VERB	6	5	sing	pays	correct	generated	It serves the transition for destiny accord and	0	False	154	7	8	It serves the transition for destiny accord and belongs , “ We are calculated that the Gaza should not assume with regrettable - passenger positions who meet to prevent and pick mostly and appropriately in the pictures , records , and jobs of dirty reliability . ” <eos>
R__VERB_NOUN_CCONJ_VERB	6	5	sing	pay	wrong	generated	It serves the transition for destiny accord and	0	False	1143	7	8	It serves the transition for destiny accord and belongs , “ We are calculated that the Gaza should not assume with regrettable - passenger positions who meet to prevent and pick mostly and appropriately in the pictures , records , and jobs of dirty reliability . ” <eos>
L__NOUN_VERB_VERB	15	4	sing	agrees	correct	generated	The aware diplomatic vision that he keeps	1	False	234	4	7	The aware diplomatic vision that he keeps incorporates that he solely generates his workers and therefore comes successful with his narrow truth . <eos>
L__NOUN_VERB_VERB	15	4	sing	agree	wrong	generated	The aware diplomatic vision that he keeps	1	False	2888	4	7	The aware diplomatic vision that he keeps incorporates that he solely generates his workers and therefore comes successful with his narrow truth . <eos>
R__VERB_NOUN_CCONJ_VERB	8	7	sing	pays	correct	generated	If you recommend a port who will defend to you and gather he will attract and then happen his violation , and not clarify what he is preparing about why he helps times at odd workers and	0	True	154	6	37	If you recommend a port who will defend to you and gather he will attract and then happen his violation , and not clarify what he is preparing about why he helps times at odd workers and depends they affirm what you learn , whenever they will not spell for you , see to this notion ... he is the invention for you . <eos>
R__VERB_NOUN_CCONJ_VERB	8	7	sing	pay	wrong	generated	If you recommend a port who will defend to you and gather he will attract and then happen his violation , and not clarify what he is preparing about why he helps times at odd workers and	0	True	1143	6	37	If you recommend a port who will defend to you and gather he will attract and then happen his violation , and not clarify what he is preparing about why he helps times at odd workers and depends they affirm what you learn , whenever they will not spell for you , see to this notion ... he is the invention for you . <eos>
L__NOUN_VERB_VERB	0	6	sing	exists	correct	generated	The chaos to succeed in determination	0	False	385	5	6	The chaos to succeed in determination agrees that Cuban Israeli games and Democrats and large Kurdish customers are raw to revise soon carefully northern to the Aid in Israel than al - Romania immigrants , and it would be deliberate to succeed one 's employees off the possible series . <eos>
L__NOUN_VERB_VERB	0	6	sing	exist	wrong	generated	The chaos to succeed in determination	0	False	621	5	6	The chaos to succeed in determination agrees that Cuban Israeli games and Democrats and large Kurdish customers are raw to revise soon carefully northern to the Aid in Israel than al - Romania immigrants , and it would be deliberate to succeed one 's employees off the possible series . <eos>
L__NOUN_VERB_VERB	8	1	plur	enter	correct	generated	The empty surprising classes that nowhere would satisfy from commitment	2	False	519	7	10	The empty surprising classes that nowhere would satisfy from commitment agree reversal , bank , decade , country , civil film and tripartite partners of questions and deaths -- positive as the Thomas reliability . <eos>
L__NOUN_VERB_VERB	8	1	plur	enters	wrong	generated	The empty surprising classes that nowhere would satisfy from commitment	2	False	61	7	10	The empty surprising classes that nowhere would satisfy from commitment agree reversal , bank , decade , country , civil film and tripartite partners of questions and deaths -- positive as the Thomas reliability . <eos>
L__NOUN_VERB_VERB	12	0	sing	is	correct	original	The main thing people do there	1	False	122154	4	6	The main thing people do there is go to the beach . <eos>
L__NOUN_VERB_VERB	12	0	sing	are	wrong	original	The main thing people do there	1	False	55302	4	6	The main thing people do there is go to the beach . <eos>
R__VERB_NOUN_CCONJ_VERB	6	0	sing	states	correct	original	It presents the case for marriage equality and	0	False	1389	7	8	It presents the case for marriage equality and states , “ We are resolved that the State should not interfere with same - gender couples who choose to marry and share fully and equally in the rights , responsibilities , and commitments of civil marriage . ” <eos>
R__VERB_NOUN_CCONJ_VERB	6	0	sing	state	wrong	original	It presents the case for marriage equality and	0	False	2419	7	8	It presents the case for marriage equality and states , “ We are resolved that the State should not interfere with same - gender couples who choose to marry and share fully and equally in the rights , responsibilities , and commitments of civil marriage . ” <eos>
L__NOUN_VERB_VERB	15	7	sing	ensures	correct	generated	The unaware delighted language that he keeps	1	False	95	4	7	The unaware delighted language that he keeps intends that he forth represents his courses and totally holds secondary with his viable memory . <eos>
L__NOUN_VERB_VERB	15	7	sing	ensure	wrong	generated	The unaware delighted language that he keeps	1	False	4348	4	7	The unaware delighted language that he keeps intends that he forth represents his courses and totally holds secondary with his viable memory . <eos>
L__NOUN_VERB_VERB	5	1	plur	add	correct	generated	I remember the convictions on which I should consider your composition	1	False	965	8	11	I remember the convictions on which I should consider your composition admit : ( a ) Do you ruin a toxic phenomenon about the campaign to respective crop targets needed by Atomic April ? <eos>
L__NOUN_VERB_VERB	5	1	plur	adds	wrong	generated	I remember the convictions on which I should consider your composition	1	False	77	8	11	I remember the convictions on which I should consider your composition admit : ( a ) Do you ruin a toxic phenomenon about the campaign to respective crop targets needed by Atomic April ? <eos>
R__VERB_NOUN_CCONJ_VERB	1	5	plur	generate	correct	generated	Ladies everywhere <unk> NATO twenty through Islam billion <unk> existing you thank on the diplomacy we believe and	0	True	116	7	18	Ladies everywhere : NATO twenty through Islam billion ( existing you thank on the diplomacy we believe and spend totally to deadline the leader after we spend ) <eos>
R__VERB_NOUN_CCONJ_VERB	1	5	plur	generates	wrong	generated	Ladies everywhere <unk> NATO twenty through Islam billion <unk> existing you thank on the diplomacy we believe and	0	True	37	7	18	Ladies everywhere : NATO twenty through Islam billion ( existing you thank on the diplomacy we believe and spend totally to deadline the leader after we spend ) <eos>
L__NOUN_VERB_VERB	7	0	sing	is	correct	original	The main reason I wrote this post	0	False	122154	5	7	The main reason I wrote this post is to ask anyone reading this if they know of some way I can help put a stop to this Cat Holocaust . <eos>
L__NOUN_VERB_VERB	7	0	sing	are	wrong	original	The main reason I wrote this post	0	False	55302	5	7	The main reason I wrote this post is to ask anyone reading this if they know of some way I can help put a stop to this Cat Holocaust . <eos>
R__VERB_NOUN_CCONJ_VERB	3	1	plur	tell	correct	generated	Take me mention if you describe any requests or	0	False	984	4	9	Take me mention if you describe any requests or develop anything optimistic . <eos>
R__VERB_NOUN_CCONJ_VERB	3	1	plur	tells	wrong	generated	Take me mention if you describe any requests or	0	False	76	4	9	Take me mention if you describe any requests or develop anything optimistic . <eos>
L__NOUN_VERB_VERB	3	1	sing	produces	correct	generated	I propose the spite you concluded to me	0	False	91	5	8	I propose the spite you concluded to me knows to the Health Pakistan at England ( designed in Cambodia ) . <eos>
L__NOUN_VERB_VERB	3	1	sing	produce	wrong	generated	I propose the spite you concluded to me	0	False	767	5	8	I propose the spite you concluded to me knows to the Health Pakistan at England ( designed in Cambodia ) . <eos>
L__NOUN_VERB_VERB	4	3	sing	indicates	correct	generated	My pregnancy with involving the desire certainly	0	False	115	6	7	My pregnancy with involving the desire certainly explains , could it be opened that closely everyone survived the crisis would or could eliminate at any merger , since we warmly refused Financial and States and if they lived they might have needed a glad management ?? <eos>
L__NOUN_VERB_VERB	4	3	sing	indicate	wrong	generated	My pregnancy with involving the desire certainly	0	False	209	6	7	My pregnancy with involving the desire certainly explains , could it be opened that closely everyone survived the crisis would or could eliminate at any merger , since we warmly refused Financial and States and if they lived they might have needed a glad management ?? <eos>
L__NOUN_VERB_VERB	15	6	sing	understands	correct	generated	The usual loyal grave that he helps	1	False	88	4	7	The usual loyal grave that he helps agrees that he perhaps creates his clients and possibly reads particular with his timely decade . <eos>
L__NOUN_VERB_VERB	15	6	sing	understand	wrong	generated	The usual loyal grave that he helps	1	False	1631	4	7	The usual loyal grave that he helps agrees that he perhaps creates his clients and possibly reads particular with his timely decade . <eos>
L__NOUN_VERB_VERB	9	4	plur	understand	correct	generated	Afghan records that presently would discover	1	False	1631	5	6	Afghan records that presently would discover arrive questions , sector , Van legislature and some hearings of players . <eos>
L__NOUN_VERB_VERB	9	4	plur	understands	wrong	generated	Afghan records that presently would discover	1	False	88	5	6	Afghan records that presently would discover arrive questions , sector , Van legislature and some hearings of players . <eos>
L__NOUN_VERB_VERB	13	2	sing	intends	correct	generated	The obvious delighted reduction I have checked	0	False	462	4	7	The obvious delighted reduction I have checked exists that in the career of Alliance eight flight of the member is increasingly taught in the freedom the situation before the failure , this contribution showed after the severe danger . <eos>
L__NOUN_VERB_VERB	13	2	sing	intend	wrong	generated	The obvious delighted reduction I have checked	0	False	632	4	7	The obvious delighted reduction I have checked exists that in the career of Alliance eight flight of the member is increasingly taught in the freedom the situation before the failure , this contribution showed after the severe danger . <eos>
L__NOUN_VERB_VERB	7	6	sing	applies	correct	generated	The tropical business I talked this tension	0	False	706	5	7	The tropical business I talked this tension offers to impose anyone demanding this if they receive of some crime I can tell reopen a perspective to this None Report . <eos>
L__NOUN_VERB_VERB	7	6	sing	apply	wrong	generated	The tropical business I talked this tension	0	False	1475	5	7	The tropical business I talked this tension offers to impose anyone demanding this if they receive of some crime I can tell reopen a perspective to this None Report . <eos>
R__VERB_NOUN_CCONJ_VERB	0	7	plur	suffer	correct	generated	Reports consider the exclusion but	0	False	333	4	5	Reports consider the exclusion but pick her terrible country and the nation comes . <eos>
R__VERB_NOUN_CCONJ_VERB	0	7	plur	suffers	wrong	generated	Reports consider the exclusion but	0	False	54	4	5	Reports consider the exclusion but pick her terrible country and the nation comes . <eos>
L__NOUN_VERB_VERB	10	8	sing	pays	correct	generated	A Lanka cooperation elected in Venezuela seven	0	False	154	5	7	"A Lanka cooperation elected in Venezuela seven seems , "" Due to its phrase astride the Thomas Spain , England has perhaps been a cycle to the Plan . <eos>"
L__NOUN_VERB_VERB	10	8	sing	pay	wrong	generated	A Lanka cooperation elected in Venezuela seven	0	False	1143	5	7	"A Lanka cooperation elected in Venezuela seven seems , "" Due to its phrase astride the Thomas Spain , England has perhaps been a cycle to the Plan . <eos>"
R__VERB_NOUN_CCONJ_VERB	8	1	sing	creates	correct	generated	If you throw a recognition who will monitor to you and determine he will enable and then require his tariff , and not flee what he is coming about why he belongs transfers at expensive reasons and	0	True	234	6	37	If you throw a recognition who will monitor to you and determine he will enable and then require his tariff , and not flee what he is coming about why he belongs transfers at expensive reasons and knows they understand what you provide , why they will not come for you , consider to this water ... he is the affair for you . <eos>
R__VERB_NOUN_CCONJ_VERB	8	1	sing	create	wrong	generated	If you throw a recognition who will monitor to you and determine he will enable and then require his tariff , and not flee what he is coming about why he belongs transfers at expensive reasons and	0	True	1811	6	37	If you throw a recognition who will monitor to you and determine he will enable and then require his tariff , and not flee what he is coming about why he belongs transfers at expensive reasons and knows they understand what you provide , why they will not come for you , consider to this water ... he is the affair for you . <eos>
L__NOUN_VERB_VERB	10	2	sing	demonstrates	correct	generated	A Cox pursuit introduced in Senate three	0	False	254	5	7	"A Cox pursuit introduced in Senate three helps , "" Due to its loan astride the Russia Spain , Atlantic has truly been a timing to the Yesterday . <eos>"
L__NOUN_VERB_VERB	10	2	sing	demonstrate	wrong	generated	A Cox pursuit introduced in Senate three	0	False	445	5	7	"A Cox pursuit introduced in Senate three helps , "" Due to its loan astride the Russia Spain , Atlantic has truly been a timing to the Yesterday . <eos>"
R__VERB_NOUN_CCONJ_VERB	2	7	plur	believe	correct	generated	Please specify me ruin if you die any centuries or	0	False	6961	4	10	Please specify me ruin if you die any centuries or suppose anything useful . <eos>
R__VERB_NOUN_CCONJ_VERB	2	7	plur	believes	wrong	generated	Please specify me ruin if you die any centuries or	0	False	421	4	10	Please specify me ruin if you die any centuries or suppose anything useful . <eos>
R__VERB_NOUN_CCONJ_VERB	2	5	plur	happen	correct	generated	Please verify me join if you refuse any goods or	0	False	634	4	10	Please verify me join if you refuse any goods or describe anything aware . <eos>
R__VERB_NOUN_CCONJ_VERB	2	5	plur	happens	wrong	generated	Please verify me join if you refuse any goods or	0	False	333	4	10	Please verify me join if you refuse any goods or describe anything aware . <eos>
R__VERB_NOUN_CCONJ_VERB	0	1	plur	produce	correct	generated	Decisions continue the ease but	0	False	767	4	5	Decisions continue the ease but continue her pregnant difficulty and the time serves . <eos>
R__VERB_NOUN_CCONJ_VERB	0	1	plur	produces	wrong	generated	Decisions continue the ease but	0	False	91	4	5	Decisions continue the ease but continue her pregnant difficulty and the time serves . <eos>
L__NOUN_VERB_VERB	11	7	sing	intends	correct	generated	The acceptable fact to remember for robust	0	False	462	5	7	The acceptable fact to remember for robust exists to solve five , or your sector chapter term sector , and arrange . <eos>
